triplesID,Type,Start_entity,End_entity,start_entity_Labels,end_entity_Labels,start_entity_id,start_entity_id
,SERVES,Ligne 15 du tramway de Genève,Carouge,__Entity__,__Entity__,669,340
,SERVES,Ligne 15 du tramway de Genève,Lancy,__Entity__,__Entity__,669,493
,SERVES,Ligne 15 du tramway de Genève,Plan-les-Ouates,__Entity__,__Entity__,669,679
,TERMINUS,Ligne 15 du tramway de Genève,"Plan-les-Ouates, ZIPLO - Genève, Nations",__Entity__,__Entity__,669,672
,HAS_INFRASTRUCTURE,Ligne 15 du tramway de Genève,Manuelle (marche à vue),__Entity__,__Entity__,669,678
,HAS_MATERIAL,Ligne 15 du tramway de Genève,Stadler Tango,__Entity__,__Entity__,669,560
,HAS_MATERIAL,Ligne 15 du tramway de Genève,Bombardier Cityrunner,__Entity__,__Entity__,669,571
,HAS_DEPOT,Ligne 15 du tramway de Genève,Bachet-de-Pesay En Chardon,__Entity__,__Entity__,669,668
,HAS_STOP,Ligne 15 du tramway de Genève,"Grand-Lancy, Palettes",__Entity__,__Entity__,669,249
,HAS_STOP,Ligne 15 du tramway de Genève,"Perly, En Louche",__Entity__,__Entity__,669,670
,HAS_STOP,Ligne 15 du tramway de Genève,"Saint-Julien-en-Genevois, Mössingen",__Entity__,__Entity__,669,671
,HAS_STOP,Ligne 15 du tramway de Genève,"Perly, douane",__Entity__,__Entity__,669,673
,HAS_STOP,Ligne 15 du tramway de Genève,"Plan-les-Ouates, ZIPLO",__Entity__,__Entity__,669,674
,HAS_STOP,Ligne 15 du tramway de Genève,Douane de Perly,frontière,__Entity__,669,719
,HAS_STOP,Ligne 15 du tramway de Genève,"Grand-Lancy, Lancy Piscine",__Entity__,__Entity__,669,676
,HAS_STOP,Ligne 15 du tramway de Genève,"Saint-Julien-en-Genevois, centre",__Entity__,__Entity__,669,677
,HAS_STOP,Ligne 15 du tramway de Genève,Saint-Julien-en-Genevois,__Entity__,__Entity__,669,680
,HAS_STOP,Ligne 15 du tramway de Genève,"Plan-les-Ouates, Le Rolliet",__Entity__,__Entity__,669,681
,HAS_STOP,Ligne 15 du tramway de Genève,"Grand-Lancy, Curé-Baud",__Entity__,__Entity__,669,682
,HAS_STOP,Ligne 15 du tramway de Genève,"Grand-Lancy, Place du 1er-Août",__Entity__,__Entity__,669,683
,HAS_STOP,Ligne 15 du tramway de Genève,"Perly, Ravières",__Entity__,__Entity__,669,684
,HAS_STOP,Ligne 15 du tramway de Genève,"Grand-Lancy, Mairie de L",__Entity__,__Entity__,669,685
,LOCATED_IN,"Plan-les-Ouates, ZIPLO",Plan-les-Ouates,__Entity__,__Entity__,674,679
,HAS_CONNECTION_WITH,"Plan-les-Ouates, ZIPLO",Lancy-Pont-Rouge,__Entity__,__Entity__,674,241
,HAS_COORDINATES,"Plan-les-Ouates, ZIPLO","46° 10′ 00″ N, 6° 06′ 12″ E",__Entity__,__Entity__,674,915
,HAS_ZONE,"Plan-les-Ouates, ZIPLO",10,__Entity__,__Entity__,674,917
,LOCATED_IN,"Grand-Lancy, Lancy Piscine",Grand-Lancy,__Entity__,__Entity__,676,313
,HAS_COORDINATES,"Grand-Lancy, Lancy Piscine","46° 10′ 45″ N, 6° 07′ 18″ E",__Entity__,__Entity__,676,920
,HAS_ZONE,"Grand-Lancy, Lancy Piscine",10,__Entity__,__Entity__,676,917
,LOCATED_IN,Plan-les-Ouates,Suisse,__Entity__,__Entity__,679,638
,HAS_CHARACTERISTIC,Plan-les-Ouates,zone industrielle,__Entity__,__Entity__,679,114
,HAS_CHARACTERISTIC,Plan-les-Ouates,beaucoup d’écoles,__Entity__,__Entity__,679,120
,HAS_PART,Plan-les-Ouates,zone industrielle,__Entity__,__Entity__,679,114
,HAS_RELATION_WITH,Plan-les-Ouates,Le Rolliet,__Entity__,__Entity__,679,705
,IS_ON,Plan-les-Ouates,"Ligne 18 vers « Meyrin, CERN »",__Entity__,__Entity__,679,734
,CONNECTED_BY_LINE_15,Plan-les-Ouates,Grand-Lancy,__Entity__,__Entity__,679,313
,CONNECTED_BY_LINE_15,Plan-les-Ouates,ZIPLO,__Entity__,__Entity__,679,866
,HAS_EVENT,Plan-les-Ouates,Week-end de l’Escalade,__Entity__,__Entity__,679,115
,HAS_OFFICIAL,Plan-les-Ouates,Maire,__Entity__,__Entity__,679,113
,HAS_RESIDENT,Plan-les-Ouates,12 habitants,__Entity__,__Entity__,679,122
,HAS_RESIDENT,Plan-les-Ouates,14 000 employés,__Entity__,__Entity__,679,124
,PART_OF,Saint-Julien-en-Genevois,France,__Entity__,__Entity__,680,654
,HAS_STATION,Saint-Julien-en-Genevois,SNCF,__Entity__,__Entity__,680,658
,HAS_STATION,Saint-Julien-en-Genevois,Mössingen,__Entity__,__Entity__,680,726
,HAS_STATION,Saint-Julien-en-Genevois,centre,__Entity__,__Entity__,680,973
,IS_PART_OF,Saint-Julien-en-Genevois,Unireso,__Entity__,__Entity__,680,563
,HAS_RELATION_WITH,Saint-Julien-en-Genevois,Mössingen,__Entity__,__Entity__,680,726
,IS_ON,Saint-Julien-en-Genevois,Ligne de Longeray-Léaz au Bouveret,__Entity__,__Entity__,680,733
,HAS_EQUIPMENT,Saint-Julien-en-Genevois,Stadler Tango,__Entity__,__Entity__,680,560
,HAS_EQUIPMENT,Saint-Julien-en-Genevois,Bombardier Cityrunner,__Entity__,__Entity__,680,571
,HAS_FARE_ZONE,Saint-Julien-en-Genevois,Zone 10,__Entity__,__Entity__,680,928
,HAS_TRAFFIC,Saint-Julien-en-Genevois,"12,953 millions de voyages",__Entity__,__Entity__,680,929
,HAS_HALL,Saint-Julien-en-Genevois,Salle L’Arande,__Entity__,__Entity__,680,83
,LOCATED_IN,"Plan-les-Ouates, Le Rolliet",Plan-les-Ouates,__Entity__,__Entity__,681,679
,HAS_COORDINATES,"Plan-les-Ouates, Le Rolliet","46° 10′ 17″ N, 6° 06′ 30″ E",__Entity__,__Entity__,681,912
,HAS_ZONE,"Plan-les-Ouates, Le Rolliet",10,__Entity__,__Entity__,681,917
,LOCATED_IN,"Grand-Lancy, Curé-Baud",Grand-Lancy,__Entity__,__Entity__,682,313
,HAS_COORDINATES,"Grand-Lancy, Curé-Baud","46° 10′ 30″ N, 6° 06′ 58″ E",__Entity__,__Entity__,682,910
,HAS_ZONE,"Grand-Lancy, Curé-Baud",10,__Entity__,__Entity__,682,917
,PART_OF,"Grand-Lancy, Place du 1er-Août",Grand-Lancy,__Entity__,__Entity__,683,313
,LOCATED_IN,"Grand-Lancy, Place du 1er-Août",Grand-Lancy,__Entity__,__Entity__,683,313
,HAS_COORDINATES,"Grand-Lancy, Place du 1er-Août","46° 10′ 55″ N, 6° 07′ 15″ E",__Entity__,__Entity__,683,913
,HAS_ZONE,"Grand-Lancy, Place du 1er-Août",10,__Entity__,__Entity__,683,917
,MENTIONS,59f9562d80dcefb000baff15543934e7,Genève,Document,__Entity__,686,236
,MENTIONS,59f9562d80dcefb000baff15543934e7,Lancy-Pont-Rouge,Document,__Entity__,686,241
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, gare Cornavin",Document,__Entity__,686,246
,MENTIONS,59f9562d80dcefb000baff15543934e7,Gare de Genève-Cornavin,Document,__Entity__,686,260
,MENTIONS,59f9562d80dcefb000baff15543934e7,gare,Document,__Entity__,686,269
,MENTIONS,59f9562d80dcefb000baff15543934e7,L'Arve,Document,__Entity__,686,280
,MENTIONS,59f9562d80dcefb000baff15543934e7,Ligne 15,Document,__Entity__,686,296
,MENTIONS,59f9562d80dcefb000baff15543934e7,Le Rhône,Document,__Entity__,686,297
,MENTIONS,59f9562d80dcefb000baff15543934e7,Grand-Lancy,Document,__Entity__,686,313
,MENTIONS,59f9562d80dcefb000baff15543934e7,Lausanne,Document,__Entity__,686,318
,MENTIONS,59f9562d80dcefb000baff15543934e7,Carouge,Document,__Entity__,686,340
,MENTIONS,59f9562d80dcefb000baff15543934e7,Ligne 14,Document,__Entity__,686,473
,MENTIONS,59f9562d80dcefb000baff15543934e7,Stand,Document,__Entity__,686,547
,MENTIONS,59f9562d80dcefb000baff15543934e7,Plainpalais,Document,__Entity__,686,589
,MENTIONS,59f9562d80dcefb000baff15543934e7,Cirque,Document,__Entity__,686,600
,MENTIONS,59f9562d80dcefb000baff15543934e7,Butini,Document,__Entity__,686,608
,MENTIONS,59f9562d80dcefb000baff15543934e7,Môle,Document,__Entity__,686,611
,MENTIONS,59f9562d80dcefb000baff15543934e7,CEVA,Document,__Entity__,686,657
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Grand-Lancy, Place du 1er-Août",Document,__Entity__,686,683
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Stand",Document,__Entity__,686,687
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Maison de la Paix",Document,__Entity__,686,688
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Nations",Document,__Entity__,686,689
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Carouge, Pictet-Thellusson",Document,__Entity__,686,690
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Collège Sismondi",Document,__Entity__,686,691
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Lancy-Pont-Rouge, gare/Étoile Route des Jeunes (Voie centrale)",Document,__Entity__,686,692
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Industrielle",Document,__Entity__,686,693
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Uni-Mail",Document,__Entity__,686,694
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Cirque",Document,__Entity__,686,695
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Lancy-Pont-Rouge, gare",Document,__Entity__,686,696
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Acacias",Document,__Entity__,686,697
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Plainpalais",Document,__Entity__,686,698
,MENTIONS,59f9562d80dcefb000baff15543934e7,Terminus de la ligne 17 Gare de Lancy-Pont-Rouge,Document,__Entity__,686,699
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Grand-Lancy, Mairie de Lancy",Document,__Entity__,686,700
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Butini",Document,__Entity__,686,701
,MENTIONS,59f9562d80dcefb000baff15543934e7,"Genève, Môle",Document,__Entity__,686,702
,MENTIONS,59f9562d80dcefb000baff15543934e7,Genève-Aéroport,Document,__Entity__,686,704
,MENTIONS,59f9562d80dcefb000baff15543934e7,Uni-Mail,Document,__Entity__,686,707
,MENTIONS,59f9562d80dcefb000baff15543934e7,Place du 1er-Août,Document,__Entity__,686,710
,MENTIONS,59f9562d80dcefb000baff15543934e7,Pictet-Thellusson,Document,__Entity__,686,713
,MENTIONS,59f9562d80dcefb000baff15543934e7,Industrielle,Document,__Entity__,686,714
,MENTIONS,59f9562d80dcefb000baff15543934e7,Goulart,Document,__Entity__,686,715
,MENTIONS,59f9562d80dcefb000baff15543934e7,Acacias,Document,__Entity__,686,716
,MENTIONS,59f9562d80dcefb000baff15543934e7,Gare de Lancy-Pont-Rouge,Document,__Entity__,686,718
,MENTIONS,59f9562d80dcefb000baff15543934e7,Mairie de Lancy,Document,__Entity__,686,720
,MENTIONS,59f9562d80dcefb000baff15543934e7,Mercier,Document,__Entity__,686,721
,MENTIONS,59f9562d80dcefb000baff15543934e7,Gare de Genève-Sécheron,Document,__Entity__,686,732
,MENTIONS,59f9562d80dcefb000baff15543934e7,Route des Jeunes,Document,__Entity__,686,741
,MENTIONS,59f9562d80dcefb000baff15543934e7,Point de rebroussement,Document,__Entity__,686,863
,MENTIONS,59f9562d80dcefb000baff15543934e7,"vers « Lancy-Bachet, gare »",Document,__Entity__,686,871
,MENTIONS,59f9562d80dcefb000baff15543934e7,", 17",Document,__Entity__,686,872
,MENTIONS,59f9562d80dcefb000baff15543934e7,Lignes 12,Document,__Entity__,686,873
,MENTIONS,59f9562d80dcefb000baff15543934e7,et 18,Document,__Entity__,686,874
,MENTIONS,59f9562d80dcefb000baff15543934e7,Lignes 14,Document,__Entity__,686,875
,MENTIONS,59f9562d80dcefb000baff15543934e7,gare Cornavin,Document,__Entity__,686,876
,MENTIONS,59f9562d80dcefb000baff15543934e7,Ligne Lausanne – Genève,Document,__Entity__,686,877
,MENTIONS,59f9562d80dcefb000baff15543934e7,Maison de la Paix,Document,__Entity__,686,878
,MENTIONS,59f9562d80dcefb000baff15543934e7,Terminus,Document,__Entity__,686,879
,MENTIONS,59f9562d80dcefb000baff15543934e7,"vers « Meyrin, Gravière »",Document,__Entity__,686,880
,MENTIONS,59f9562d80dcefb000baff15543934e7,"vers « Thônex, Moillesulaz »",Document,__Entity__,686,881
,MENTIONS,59f9562d80dcefb000baff15543934e7,", « Annemasse, Parc Montessuit »",Document,__Entity__,686,882
,MENTIONS,59f9562d80dcefb000baff15543934e7,"et « Meyrin, CERN »",Document,__Entity__,686,883
,MENTIONS,59f9562d80dcefb000baff15543934e7,ligne 17,Document,__Entity__,686,884
,MENTIONS,59f9562d80dcefb000baff15543934e7,Jonction,Document,__Entity__,686,885
,MENTIONS,59f9562d80dcefb000baff15543934e7,"et « Grand-Lancy, Palettes »",Document,__Entity__,686,886
,MENTIONS,59f9562d80dcefb000baff15543934e7,gare/Étoile,Document,__Entity__,686,887
,MENTIONS,59f9562d80dcefb000baff15543934e7,(Voie centrale),Document,__Entity__,686,888
,MENTIONS,59f9562d80dcefb000baff15543934e7,"vers « Bernex, Vailly »",Document,__Entity__,686,889
,MENTIONS,59f9562d80dcefb000baff15543934e7,gare de Genève-La Praille,Document,__Entity__,686,890
,PART_OF,"Genève, Stand",Genève,__Entity__,__Entity__,687,236
,PART_OF,"Genève, Maison de la Paix",Genève,__Entity__,__Entity__,688,236
,PART_OF,"Genève, Nations",Genève,__Entity__,__Entity__,689,236
,PART_OF,"Genève, Nations",Ligne 15,__Entity__,__Entity__,689,296
,PART_OF,"Carouge, Pictet-Thellusson",Carouge,__Entity__,__Entity__,690,340
,PART_OF,"Carouge, Pictet-Thellusson",rebroussement Genève,__Entity__,__Entity__,690,1081
,LOCATED_IN,"Carouge, Pictet-Thellusson",Carouge,__Entity__,__Entity__,690,340
,HAS_CONNECTION,"Carouge, Pictet-Thellusson",Tramway,__Entity__,__Entity__,690,539
,HAS_COORDINATES,"Carouge, Pictet-Thellusson","46° 11′ 20″ N, 6° 07′ 51″ E",__Entity__,__Entity__,690,916
,HAS_ZONE,"Carouge, Pictet-Thellusson",10,__Entity__,__Entity__,690,917
,HAS_COORDINATE,"Carouge, Pictet-Thellusson","46° 11′ 20″ N, 6° 07′ 51″ E",__Entity__,__Entity__,690,916
,PART_OF,"Genève, Collège Sismondi",Genève,__Entity__,__Entity__,691,236
,PART_OF,"Lancy-Pont-Rouge, gare/Étoile Route des Jeunes (Voie centrale)",Lancy-Pont-Rouge,__Entity__,__Entity__,692,241
,PART_OF,"Genève, Industrielle",Genève,__Entity__,__Entity__,693,236
,PART_OF,"Genève, Industrielle",rebroussement Genève,__Entity__,__Entity__,693,1081
,LOCATED_IN,"Genève, Industrielle",Genève,__Entity__,__Entity__,693,236
,HAS_CONNECTION,"Genève, Industrielle",Tramway,__Entity__,__Entity__,693,539
,HAS_COORDINATES,"Genève, Industrielle","46° 11′ 25″ N, 6° 08′ 02″ E",__Entity__,__Entity__,693,918
,HAS_ZONE,"Genève, Industrielle",10,__Entity__,__Entity__,693,917
,HAS_COORDINATE,"Genève, Industrielle","46° 11′ 25″ N, 6° 08′ 02″ E",__Entity__,__Entity__,693,918
,PART_OF,"Genève, Uni-Mail",Genève,__Entity__,__Entity__,694,236
,PART_OF,"Genève, Uni-Mail",rebroussement Genève,__Entity__,__Entity__,694,1081
,LOCATED_IN,"Genève, Uni-Mail",Genève,__Entity__,__Entity__,694,236
,HAS_COORDINATE,"Genève, Uni-Mail",46° 11′ 41″ N,__Entity__,__Entity__,694,1128
,PART_OF,"Genève, Cirque",Genève,__Entity__,__Entity__,695,236
,PART_OF,"Lancy-Pont-Rouge, gare",Lancy-Pont-Rouge,__Entity__,__Entity__,696,241
,LOCATED_IN,"Lancy-Pont-Rouge, gare",Lancy,__Entity__,__Entity__,696,493
,HAS_LINE,"Lancy-Pont-Rouge, gare",CEVA,__Entity__,__Entity__,696,657
,HAS_STATION,"Lancy-Pont-Rouge, gare",Gare de Lancy-Pont-Rouge,__Entity__,__Entity__,696,718
,HAS_CONNECTION,"Lancy-Pont-Rouge, gare",Ligne 15,__Entity__,__Entity__,696,296
,HAS_CONNECTION,"Lancy-Pont-Rouge, gare",Bus,__Entity__,__Entity__,696,543
,HAS_CONNECTION,"Lancy-Pont-Rouge, gare",CEVA,__Entity__,__Entity__,696,657
,HAS_CONNECTION,"Lancy-Pont-Rouge, gare",Route des Jeunes (Voie centrale),__Entity__,__Entity__,696,711
,HAS_CONNECTION,"Lancy-Pont-Rouge, gare",CFF Léman Express,__Entity__,__Entity__,696,1130
,HAS_RELATION_WITH,"Lancy-Pont-Rouge, gare",Gare de Lancy-Pont-Rouge,__Entity__,__Entity__,696,718
,HAS_ZONE,"Lancy-Pont-Rouge, gare",10,__Entity__,__Entity__,696,917
,HAS_COORDINATE,"Lancy-Pont-Rouge, gare","46° 11′ 16″ N, 6° 07′ 29″ E",__Entity__,__Entity__,696,1129
,PART_OF,"Genève, Acacias",Genève,__Entity__,__Entity__,697,236
,PART_OF,"Genève, Acacias",rebroussement Genève,__Entity__,__Entity__,697,1081
,LOCATED_IN,"Genève, Acacias",Genève,__Entity__,__Entity__,697,236
,HAS_CONNECTION,"Genève, Acacias",Tramway,__Entity__,__Entity__,697,539
,HAS_ZONE,"Genève, Acacias",10,__Entity__,__Entity__,697,917
,HAS_COORDINATE,"Genève, Acacias","46° 11′ 34″ N, 6° 08′ 18″ E",__Entity__,__Entity__,697,1126
,PART_OF,"Genève, Plainpalais",Genève,__Entity__,__Entity__,698,236
,PART_OF,"Genève, Plainpalais",Ligne 15,__Entity__,__Entity__,698,296
,LOCATED_IN,"Genève, Plainpalais",Genève,__Entity__,__Entity__,698,236
,PART_OF,Terminus de la ligne 17 Gare de Lancy-Pont-Rouge,Lancy-Pont-Rouge,__Entity__,__Entity__,699,241
,PART_OF,"Grand-Lancy, Mairie de Lancy",Grand-Lancy,__Entity__,__Entity__,700,313
,LOCATED_IN,"Grand-Lancy, Mairie de Lancy",Grand-Lancy,__Entity__,__Entity__,700,313
,HAS_COORDINATES,"Grand-Lancy, Mairie de Lancy","46° 11′ 03″ N, 6° 07′ 19″ E",__Entity__,__Entity__,700,919
,HAS_ZONE,"Grand-Lancy, Mairie de Lancy",10,__Entity__,__Entity__,700,917
,PART_OF,"Genève, Butini",Genève,__Entity__,__Entity__,701,236
,PART_OF,"Genève, Môle",Genève,__Entity__,__Entity__,702,236
,MENTIONS,57eec32d97978922364edf9dd65e6219,Genève,Document,__Entity__,703,236
,MENTIONS,57eec32d97978922364edf9dd65e6219,Lancy-Pont-Rouge,Document,__Entity__,703,241
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Meyrin, CERN",Document,__Entity__,703,245
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Grand-Lancy, Palettes",Document,__Entity__,703,249
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Bernex, Vailly",Document,__Entity__,703,263
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Meyrin, Gravière",Document,__Entity__,703,264
,MENTIONS,57eec32d97978922364edf9dd65e6219,L'Arve,Document,__Entity__,703,280
,MENTIONS,57eec32d97978922364edf9dd65e6219,Le Rhône,Document,__Entity__,703,297
,MENTIONS,57eec32d97978922364edf9dd65e6219,Ligne 18,Document,__Entity__,703,302
,MENTIONS,57eec32d97978922364edf9dd65e6219,Grand-Lancy,Document,__Entity__,703,313
,MENTIONS,57eec32d97978922364edf9dd65e6219,Lausanne,Document,__Entity__,703,318
,MENTIONS,57eec32d97978922364edf9dd65e6219,Carouge,Document,__Entity__,703,340
,MENTIONS,57eec32d97978922364edf9dd65e6219,Stand,Document,__Entity__,703,547
,MENTIONS,57eec32d97978922364edf9dd65e6219,Plainpalais,Document,__Entity__,703,589
,MENTIONS,57eec32d97978922364edf9dd65e6219,Palettes,Document,__Entity__,703,594
,MENTIONS,57eec32d97978922364edf9dd65e6219,Cirque,Document,__Entity__,703,600
,MENTIONS,57eec32d97978922364edf9dd65e6219,CEVA,Document,__Entity__,703,657
,MENTIONS,57eec32d97978922364edf9dd65e6219,Plan-les-Ouates,Document,__Entity__,703,679
,MENTIONS,57eec32d97978922364edf9dd65e6219,Saint-Julien-en-Genevois,Document,__Entity__,703,680
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Lancy-Pont-Rouge, gare",Document,__Entity__,703,696
,MENTIONS,57eec32d97978922364edf9dd65e6219,Genève-Aéroport,Document,__Entity__,703,704
,MENTIONS,57eec32d97978922364edf9dd65e6219,Le Rolliet,Document,__Entity__,703,705
,MENTIONS,57eec32d97978922364edf9dd65e6219,Lancy Piscine,Document,__Entity__,703,706
,MENTIONS,57eec32d97978922364edf9dd65e6219,Uni-Mail,Document,__Entity__,703,707
,MENTIONS,57eec32d97978922364edf9dd65e6219,En Louche,Document,__Entity__,703,708
,MENTIONS,57eec32d97978922364edf9dd65e6219,Julien-en-Genevois,Document,__Entity__,703,709
,MENTIONS,57eec32d97978922364edf9dd65e6219,Place du 1er-Août,Document,__Entity__,703,710
,MENTIONS,57eec32d97978922364edf9dd65e6219,Route des Jeunes (Voie centrale),Document,__Entity__,703,711
,MENTIONS,57eec32d97978922364edf9dd65e6219,Ravières,Document,__Entity__,703,712
,MENTIONS,57eec32d97978922364edf9dd65e6219,Pictet-Thellusson,Document,__Entity__,703,713
,MENTIONS,57eec32d97978922364edf9dd65e6219,Industrielle,Document,__Entity__,703,714
,MENTIONS,57eec32d97978922364edf9dd65e6219,Goulart,Document,__Entity__,703,715
,MENTIONS,57eec32d97978922364edf9dd65e6219,Acacias,Document,__Entity__,703,716
,MENTIONS,57eec32d97978922364edf9dd65e6219,Curé-Baud,Document,__Entity__,703,717
,MENTIONS,57eec32d97978922364edf9dd65e6219,Gare de Lancy-Pont-Rouge,Document,__Entity__,703,718
,MENTIONS,57eec32d97978922364edf9dd65e6219,Douane de Perly,Document,__Entity__,703,719
,MENTIONS,57eec32d97978922364edf9dd65e6219,Mairie de Lancy,Document,__Entity__,703,720
,MENTIONS,57eec32d97978922364edf9dd65e6219,Mercier,Document,__Entity__,703,721
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Lancy-Bachet, gare",Document,__Entity__,703,722
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Lancy-Pont-Rouge, gare/Étoile",Document,__Entity__,703,723
,MENTIONS,57eec32d97978922364edf9dd65e6219,Gare de Genève-La Praille,Document,__Entity__,703,724
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Annemasse, Parc Montessuit",Document,__Entity__,703,725
,MENTIONS,57eec32d97978922364edf9dd65e6219,Mössingen,Document,__Entity__,703,726
,MENTIONS,57eec32d97978922364edf9dd65e6219,"Thônex, Moillesulaz",Document,__Entity__,703,727
,MENTIONS,57eec32d97978922364edf9dd65e6219,Perly,Document,__Entity__,703,728
,MENTIONS,57eec32d97978922364edf9dd65e6219,Point de rebroussement,Document,__Entity__,703,863
,MENTIONS,57eec32d97978922364edf9dd65e6219,Fin de la phase 1,Document,__Entity__,703,870
,MENTIONS,57eec32d97978922364edf9dd65e6219,En Louche A 1,Document,__Entity__,703,891
,MENTIONS,57eec32d97978922364edf9dd65e6219,frontière Perly,Document,__Entity__,703,892
,MENTIONS,57eec32d97978922364edf9dd65e6219,Ravières Perly,Document,__Entity__,703,893
,MENTIONS,57eec32d97978922364edf9dd65e6219,douane Perly,Document,__Entity__,703,894
,MENTIONS,57eec32d97978922364edf9dd65e6219,Mössingen Point de rebroussement,Document,__Entity__,703,895
,MENTIONS,57eec32d97978922364edf9dd65e6219,Point de rebroussement Grand-Lancy,Document,__Entity__,703,896
,MENTIONS,57eec32d97978922364edf9dd65e6219,Point de rebroussement Plan-les-Ouates,Document,__Entity__,703,897
,MENTIONS,57eec32d97978922364edf9dd65e6219,gare/Étoile Route des Jeunes,Document,__Entity__,703,898
,MENTIONS,57eec32d97978922364edf9dd65e6219,Palettes Grand-Lancy,Document,__Entity__,703,899
,MENTIONS,57eec32d97978922364edf9dd65e6219,gare Terminus de la ligne 17,Document,__Entity__,703,900
,MENTIONS,57eec32d97978922364edf9dd65e6219,ZIPLO Plan-les-Ouates,Document,__Entity__,703,901
,MENTIONS,57eec32d97978922364edf9dd65e6219,centre Saint-Julien-en-Genevois,Document,__Entity__,703,902
,MENTIONS,57eec32d97978922364edf9dd65e6219,Indust,Document,__Entity__,703,903
,MENTIONS,57eec32d97978922364edf9dd65e6219,Place du 1er-Août Grand-Lancy,Document,__Entity__,703,904
,PART_OF,Genève-Aéroport,Ligne 15,__Entity__,__Entity__,704,296
,HAS_RELATION_WITH,Genève-Aéroport,Mercier,__Entity__,__Entity__,704,721
,LOCATED_ON,Genève-Aéroport,Lausanne – Genève,__Entity__,__Entity__,704,740
,HAS_CONNECTION_WITH,Genève-Aéroport,Lancy-Pont-Rouge,__Entity__,__Entity__,704,241
,PART_OF,Le Rolliet,Grand-Lancy,__Entity__,__Entity__,705,313
,HAS_RELATION_WITH,Le Rolliet,Grand-Lancy,__Entity__,__Entity__,705,313
,HAS_RELATION_WITH,Lancy Piscine,Place du 1er-Août,__Entity__,__Entity__,706,710
,HAS_BORDOR,Lancy Piscine,Point de rebroussement Grand-Lancy,__Entity__,__Entity__,706,896
,PART_OF,Uni-Mail,Genève,__Entity__,__Entity__,707,236
,LOCATED_IN,Uni-Mail,Geneva,__Entity__,__Entity__,707,745
,HAS_RELATION_WITH,Uni-Mail,"Lancy-Bachet, gare",__Entity__,__Entity__,707,722
,HAS_CONNECTION_WITH,Uni-Mail,Lancy-Pont-Rouge,__Entity__,__Entity__,707,241
,HAS_RELATION_WITH,En Louche,Plan-les-Ouates,__Entity__,__Entity__,708,679
,PART_OF,Julien-en-Genevois,centre Saint-Julien-en-Genevois,__Entity__,__Entity__,709,902
,CONNECTED_TO,Julien-en-Genevois,Plan-les-Ouates,__Entity__,__Entity__,709,679
,CONNECTED_TO,Julien-en-Genevois,Perly,__Entity__,__Entity__,709,728
,CONNECTED_TO,Julien-en-Genevois,Cherpines-Charrotons,__Entity__,__Entity__,709,954
,HAS_RELATION_WITH,Julien-en-Genevois,Saint-Julien-en-Genevois,__Entity__,__Entity__,709,680
,HAS_RELATION_WITH,Place du 1er-Août,Mairie de Lancy,__Entity__,__Entity__,710,720
,HAS_RELATION_WITH,Route des Jeunes (Voie centrale),Carouge,__Entity__,__Entity__,711,340
,HAS_RELATION_WITH,Ravières,En Louche,__Entity__,__Entity__,712,708
,PART_OF,Pictet-Thellusson,Carouge,__Entity__,__Entity__,713,340
,PART_OF,Pictet-Thellusson,Point de rebroussement,__Entity__,__Entity__,713,863
,LOCATED_IN,Pictet-Thellusson,Carouge,__Entity__,__Entity__,713,340
,HAS_RELATION_WITH,Pictet-Thellusson,Genève,__Entity__,__Entity__,713,236
,HAS_CONNECTION_WITH,Pictet-Thellusson,Lancy-Pont-Rouge,__Entity__,__Entity__,713,241
,LOCATED_IN,Industrielle,Geneva,__Entity__,__Entity__,714,745
,HAS_RELATION_WITH,Industrielle,Acacias,__Entity__,__Entity__,714,716
,HAS_CONNECTION_WITH,Industrielle,Lancy-Pont-Rouge,__Entity__,__Entity__,714,241
,LOCATED_IN,Goulart,Geneva,__Entity__,__Entity__,715,745
,HAS_RELATION_WITH,Goulart,"Bernex, Vailly",__Entity__,__Entity__,715,263
