triplesID,relationID,Type,Start_entity,End_entity,start_entity_Labels,end_entity_Labels,start_entity_id,end_entity_id
959,93,HAS_ROUTE,Ligne 18,Rue de la Corraterie,__Entity__,__Entity__,302,1216
960,93,HAS_ROUTE,Ligne 18,Rue de la Pépinière,__Entity__,__Entity__,302,1218
961,93,HAS_ROUTE,Ligne 18,Collège Madame de Staël,__Entity__,__Entity__,302,1219
962,93,HAS_ROUTE,Ligne 18,Les Palettes,__Entity__,__Entity__,302,1220
963,93,HAS_ROUTE,Ligne 18,Théâtre,__Entity__,__Entity__,302,1221
964,93,HAS_ROUTE,Ligne 18,Rue du Pont-Neuf,__Entity__,__Entity__,302,1222
965,93,HAS_ROUTE,Ligne 18,Musée,__Entity__,__Entity__,302,1223
966,37,HAS_START_DATE,Ligne 18,2012,__Entity__,__Entity__,302,471
967,54,HAS_CONNECTION,Ligne 18,Ligne 15,__Entity__,__Entity__,302,296
968,54,HAS_CONNECTION,Ligne 18,CEVA,__Entity__,__Entity__,302,657
969,123,HAS_DEPOT,Ligne 18,Bachet-de-Pesay,__Entity__,__Entity__,302,330
970,124,HAS_STOP,Ligne 18,"Meyrin, CERN",__Entity__,__Entity__,302,245
971,124,HAS_STOP,Ligne 18,"Grand-Lancy, Palettes",__Entity__,__Entity__,302,249
972,21,HAS_DESTINATION,Ligne 18,"Meyrin, CERN",__Entity__,__Entity__,302,245
973,56,PART_OF,Gravière,ieurs quartiers de Genève,__Entity__,__Entity__,303,343
974,56,PART_OF,Gravière,quelques communes de l'agglomération,__Entity__,__Entity__,303,345
975,4,SERVED_BY,Gravière,Rue Lect,__Entity__,__Entity__,303,1189
976,94,ON_LINE,Gravière,Ligne 18,__Entity__,__Entity__,303,302
977,105,TERMINUS_OF,Gravière,ligne 14,__Entity__,__Entity__,303,332
978,94,ON_LINE,Salle communale,Ligne 18,__Entity__,__Entity__,304,302
979,4,SERVED_BY,Servette,Genève,__Entity__,__Entity__,305,236
980,94,ON_LINE,Servette,Ligne 15,__Entity__,__Entity__,305,296
981,94,ON_LINE,Bandol,Ligne 18,__Entity__,__Entity__,306,302
982,2,LOCATED_IN,Lancy-Bachet,Lancy,__Entity__,__Entity__,307,493
983,59,HAS_CHARACTERISTIC,Lancy-Bachet,300,__Entity__,__Entity__,307,1554
984,107,HAS_FEATURE,Lancy-Bachet,Piste cyclable sur la route de la Chapelle,__Entity__,__Entity__,307,1646
985,57,HAS_LINE,Lancy-Bachet,Ligne 12,__Entity__,__Entity__,307,295
986,57,HAS_LINE,Lancy-Bachet,Ligne 62,__Entity__,__Entity__,307,1642
987,57,HAS_LINE,Lancy-Bachet,Ligne 42,__Entity__,__Entity__,307,1643
988,94,ON_LINE,Lancy-Bachet,Ligne 15,__Entity__,__Entity__,307,296
989,103,CONNECTED_BY_LINE_12,Lancy-Bachet,Gare de Lancy-Bachet,__Entity__,__Entity__,307,1200
990,94,ON_LINE,Hainard,Ligne 18,__Entity__,__Entity__,308,302
991,94,ON_LINE,Palettes Genève,Ligne 15,__Entity__,__Entity__,309,296
992,94,ON_LINE,Palettes Genève,Ligne 17,__Entity__,__Entity__,309,322
993,56,PART_OF,Vailly,ieurs quartiers de Genève,__Entity__,__Entity__,310,343
994,56,PART_OF,Vailly,quelques communes de l'agglomération,__Entity__,__Entity__,310,345
995,4,SERVED_BY,Vailly,Ligne 14,__Entity__,__Entity__,310,473
996,94,ON_LINE,Vailly,Ligne 18,__Entity__,__Entity__,310,302
997,105,TERMINUS_OF,Vailly,ligne 14,__Entity__,__Entity__,310,332
998,130,CONNECTED_BY_TRAM,Vailly,Meyrin,__Entity__,__Entity__,310,299
999,94,ON_LINE,Blandonnet,Ligne 15,__Entity__,__Entity__,311,296
1000,94,ON_LINE,Vaudagne,Ligne 18,__Entity__,__Entity__,312,302
1001,56,PART_OF,Grand-Lancy,Ligne 15,__Entity__,__Entity__,313,296
1002,56,PART_OF,Grand-Lancy,ligne 4,__Entity__,__Entity__,313,336
1003,2,LOCATED_IN,Grand-Lancy,Lancy,__Entity__,__Entity__,313,493
1004,4,SERVED_BY,Grand-Lancy,Ligne 15,__Entity__,__Entity__,313,296
1005,4,SERVED_BY,Grand-Lancy,Lignes 15 et 17,__Entity__,__Entity__,313,1185
1006,94,ON_LINE,Grand-Lancy,Ligne 15,__Entity__,__Entity__,313,296
1007,94,ON_LINE,Grand-Lancy,Ligne 17,__Entity__,__Entity__,313,322
1008,105,TERMINUS_OF,Grand-Lancy,ligne 14,__Entity__,__Entity__,313,332
1009,96,HAS_RELATION_WITH,Grand-Lancy,Curé-Baud,__Entity__,__Entity__,313,717
1010,97,IS_ON,Grand-Lancy,"Ligne 18 vers « Meyrin, CERN »",__Entity__,__Entity__,313,734
1011,97,IS_ON,Grand-Lancy,"Ligne 12 et 18 vers « Lancy-Bachet, gare » et « Grand-Lancy, Palettes »",__Entity__,__Entity__,313,735
1012,98,HAS_PLACE,Grand-Lancy,Place du 1er-Août,__Entity__,__Entity__,313,710
1013,98,HAS_PLACE,Grand-Lancy,Mairie de Lancy,__Entity__,__Entity__,313,720
1014,99,HAS_BORDOR,Grand-Lancy,Curé-Baud,__Entity__,__Entity__,313,717
1015,99,HAS_BORDOR,Grand-Lancy,Palettes Grand-Lancy,__Entity__,__Entity__,313,899
1016,102,CONNECTED_BY_LINE_15,Grand-Lancy,Genève,__Entity__,__Entity__,313,236
1017,102,CONNECTED_BY_LINE_15,Grand-Lancy,Lancy-Pont-Rouge,__Entity__,__Entity__,313,241
1018,102,CONNECTED_BY_LINE_15,Grand-Lancy,Palettes,__Entity__,__Entity__,313,594
1019,94,ON_LINE,Nations Genève,Ligne 15,__Entity__,__Entity__,314,296
1020,94,ON_LINE,Bel-Air,Ligne 17,__Entity__,__Entity__,315,322
1021,56,PART_OF,Vernier,Ligne 15,__Entity__,__Entity__,316,296
1022,2,LOCATED_IN,Vernier,Balexert,__Entity__,__Entity__,316,298
1023,2,LOCATED_IN,Vernier,Bouchet,__Entity__,__Entity__,316,301
1024,4,SERVED_BY,Vernier,Balexert,__Entity__,__Entity__,316,298
1025,4,SERVED_BY,Vernier,Bouchet,__Entity__,__Entity__,316,301
1026,4,SERVED_BY,Vernier,Blandonnet,__Entity__,__Entity__,316,311
1027,4,SERVED_BY,Vernier,Avanchet,__Entity__,__Entity__,316,335
1028,94,ON_LINE,Vernier,Ligne 15,__Entity__,__Entity__,316,296
1029,95,HAS_LATITUDE_AND_LONGITUDE,Vernier,"46° 13′ 20″ N, 6° 05′ 47″ E",__Entity__,__Entity__,316,541
1030,95,HAS_LATITUDE_AND_LONGITUDE,Vernier,"46° 13′ 06″ N, 6° 06′ 40″ E",__Entity__,__Entity__,316,544
1031,95,HAS_LATITUDE_AND_LONGITUDE,Vernier,"46° 13′ 11″ N, 6° 06′ 21″ E",__Entity__,__Entity__,316,554
1032,95,HAS_LATITUDE_AND_LONGITUDE,Vernier,"46° 12′ 59″ N, 6° 07′ 05″ E",__Entity__,__Entity__,316,556
1033,4,SERVED_BY,Vieusseux,Genève,__Entity__,__Entity__,317,236
1034,94,ON_LINE,Vieusseux,Ligne 15,__Entity__,__Entity__,317,296
1035,56,PART_OF,Lausanne,Ligne 15,__Entity__,__Entity__,318,296
1036,94,ON_LINE,Lausanne,Ligne 15,__Entity__,__Entity__,318,296
1037,96,HAS_RELATION_WITH,Lausanne,Genève-Aéroport,__Entity__,__Entity__,318,704
1038,108,HAS_CONNECTION_WITH,Lausanne,Lancy-Pont-Rouge,__Entity__,__Entity__,318,241
1039,94,ON_LINE,Onex,Ligne 18,__Entity__,__Entity__,319,302
1040,94,ON_LINE,L'Île Genève,Ligne 17,__Entity__,__Entity__,320,322
1041,94,ON_LINE,Luchepelet,Ligne 18,__Entity__,__Entity__,321,302
1042,56,PART_OF,Ligne 17,Tramway de Genève,__Entity__,__Entity__,322,587
1043,6,OPERATED_BY,Ligne 17,Transports publics genevois,__Entity__,__Entity__,322,598
1044,120,SERVES,Ligne 17,Genève,__Entity__,__Entity__,322,236
1045,120,SERVES,Ligne 17,Annemasse,__Entity__,__Entity__,322,258
1046,120,SERVES,Ligne 17,Thônex,__Entity__,__Entity__,322,294
1047,120,SERVES,Ligne 17,Carouge,__Entity__,__Entity__,322,340
1048,120,SERVES,Ligne 17,Lancy,__Entity__,__Entity__,322,493
1049,120,SERVES,Ligne 17,Gare de Lancy-Pont-Rouge,__Entity__,__Entity__,322,718
1050,120,SERVES,Ligne 17,Chêne-Bougeries,__Entity__,__Entity__,322,1047
1051,120,SERVES,Ligne 17,Chêne-Bourg,__Entity__,__Entity__,322,1051
1052,120,SERVES,Ligne 17,Ambilly,__Entity__,__Entity__,322,1052
1053,120,SERVES,Ligne 17,Gaillard,__Entity__,__Entity__,322,1054
1054,60,HAS_TERMINUS,Ligne 17,"Lancy-Pont-Rouge, gare",__Entity__,__Entity__,322,696
1055,60,HAS_TERMINUS,Ligne 17,"Annemasse, Parc Montessuit",__Entity__,__Entity__,322,725
1056,122,HAS_INFRASTRUCTURE,Ligne 17,Conduite (système),__Entity__,__Entity__,322,1050
1057,123,HAS_DEPOT,Ligne 17,Bachet-de-Pesay En Chardon,__Entity__,__Entity__,322,668
1058,124,HAS_STOP,Ligne 17,L'Arve,__Entity__,__Entity__,322,280
1059,124,HAS_STOP,Ligne 17,Ligne 15,__Entity__,__Entity__,322,296
1060,124,HAS_STOP,Ligne 17,CEVA,__Entity__,__Entity__,322,657
1061,124,HAS_STOP,Ligne 17,"Carouge, Pictet-Thellusson",__Entity__,__Entity__,322,690
1062,124,HAS_STOP,Ligne 17,"Genève, Industrielle",__Entity__,__Entity__,322,693
1063,124,HAS_STOP,Ligne 17,"Genève, Uni-Mail",__Entity__,__Entity__,322,694
1064,124,HAS_STOP,Ligne 17,"Lancy-Pont-Rouge, gare",__Entity__,__Entity__,322,696
1065,124,HAS_STOP,Ligne 17,"Genève, Acacias",__Entity__,__Entity__,322,697
1066,124,HAS_STOP,Ligne 17,"Genève, Plainpalais",__Entity__,__Entity__,322,698
1067,124,HAS_STOP,Ligne 17,Route des Jeunes (Voie centrale),__Entity__,__Entity__,322,711
1068,124,HAS_STOP,Ligne 17,Gare de Lancy-Pont-Rouge,__Entity__,__Entity__,322,718
1069,124,HAS_STOP,Ligne 17,"Lancy-Pont-Rouge, gare/Étoile",__Entity__,__Entity__,322,723
1070,124,HAS_STOP,Ligne 17,Point de rebroussement,__Entity__,__Entity__,322,863
1071,124,HAS_STOP,Ligne 17,"Lignes 12 et 18 vers Lancy-Bachet, gare et Grand-Lancy, Palettes",__Entity__,__Entity__,322,1048
1072,124,HAS_STOP,Ligne 17,Ligne 15 vers Genève,__Entity__,__Entity__,322,1049
1073,124,HAS_STOP,Ligne 17,Jonction avec la gare de Genève-La Praille,__Entity__,__Entity__,322,1053
1074,132,HAS_ROLLING_STOCK,Ligne 17,Stadler Tango,__Entity__,__Entity__,322,560
1075,132,HAS_ROLLING_STOCK,Ligne 17,Bombardier Cityrunner,__Entity__,__Entity__,322,571
1076,133,STRENGTHENS,Ligne 17,CERN,__Entity__,__Entity__,322,288
1077,133,STRENGTHENS,Ligne 17,Ligne 12,__Entity__,__Entity__,322,295
1078,133,STRENGTHENS,Ligne 17,Route des Acacias,__Entity__,__Entity__,322,1117
1079,134,CROSSES_BORDER_AT,Ligne 17,Moillesulaz,__Entity__,__Entity__,322,252
1080,135,CROSSED_BORDER_IN_YEAR,Ligne 17,2019,__Entity__,__Entity__,322,952
1081,136,VALIDATED_IN_YEAR,Ligne 17,2018,__Entity__,__Entity__,322,1120
1082,137,CONSTRUCTION_LAUNCHED_ON,Ligne 17,30 janvier 2017,__Entity__,__Entity__,322,1121
1083,138,BUILDING_DEMOLISHED_IN_YEAR,Ligne 17,2017,__Entity__,__Entity__,322,1119
1084,139,FIRST_RAIL_LAID_ON,Ligne 17,20 février 2017,__Entity__,__Entity__,322,1116
1085,140,SUBTERRANEAN_NETWORKS_DEVIATED_IN_YEAR,Ligne 17,2017,__Entity__,__Entity__,322,1119
1086,141,TRACK_LAID_AND_ROADS_BUILT_BETWEEN,Ligne 17,printemps 2018,__Entity__,__Entity__,322,1118
1087,4,SERVED_BY,Lyon,Genève,__Entity__,__Entity__,323,236
1088,94,ON_LINE,Lyon,Ligne 15,__Entity__,__Entity__,323,296
1089,101,HAS_TRANSPORTATION,Lyon,Tramway,__Entity__,__Entity__,323,539
1090,94,ON_LINE,La Dode,Ligne 18,__Entity__,__Entity__,324,302
1091,94,ON_LINE,Pré-Marais,Ligne 18,__Entity__,__Entity__,325,302
1092,56,PART_OF,Bernex,ligne 4,__Entity__,__Entity__,326,336
1093,56,PART_OF,Bernex,ligne 2,__Entity__,__Entity__,326,341
1094,56,PART_OF,Bernex,ligne 15,__Entity__,__Entity__,326,342
1095,56,PART_OF,Bernex,ieurs quartiers de Genève,__Entity__,__Entity__,326,343
1096,56,PART_OF,Bernex,quelques communes de l'agglomération,__Entity__,__Entity__,326,345
1097,4,SERVED_BY,Bernex,Ligne 14,__Entity__,__Entity__,326,473
1098,37,HAS_START_DATE,Bernex,2012,__Entity__,__Entity__,326,471
1099,89,HAS_END_DATE,Bernex,2014,__Entity__,__Entity__,326,349
1100,94,ON_LINE,Bernex,Ligne 18,__Entity__,__Entity__,326,302
1101,105,TERMINUS_OF,Bernex,ligne 14,__Entity__,__Entity__,326,332
1102,142,HAS_DEVELOPMENT,Bernex,1 600 logements,__Entity__,__Entity__,326,479
1103,130,CONNECTED_BY_TRAM,Bernex,Meyrin,__Entity__,__Entity__,326,299
1104,143,CONNECTED_BY_LINE_14,Bernex,Genève,__Entity__,__Entity__,326,236
1105,143,CONNECTED_BY_LINE_14,Bernex,Vailly,__Entity__,__Entity__,326,310
1127,2,LOCATED_IN,Bachet-de-Pesay,Carouge,__Entity__,__Entity__,330,340
1128,44,CONNECTED_TO,Bachet-de-Pesay,Ligne 13,__Entity__,__Entity__,330,603
1129,105,TERMINUS_OF,Bachet-de-Pesay,ligne 14,__Entity__,__Entity__,330,332
1130,144,DEPOT_OF,Bachet-de-Pesay,Ligne 13,__Entity__,__Entity__,330,603
1131,54,HAS_CONNECTION,Bachet-de-Pesay,Ligne 13,__Entity__,__Entity__,330,603
1132,56,PART_OF,TCOB,ligne 14,__Entity__,__Entity__,331,332
1133,145,CREATED_BY,TCOB,ligne 14,__Entity__,__Entity__,331,332
1134,93,HAS_ROUTE,TCOB,Cornavin,__Entity__,__Entity__,331,287
1135,93,HAS_ROUTE,TCOB,Onex,__Entity__,__Entity__,331,319
1136,93,HAS_ROUTE,TCOB,Bernex,__Entity__,__Entity__,331,326
1137,37,HAS_START_DATE,TCOB,2008,__Entity__,__Entity__,331,347
1138,37,HAS_START_DATE,TCOB,2011,__Entity__,__Entity__,331,348
1139,89,HAS_END_DATE,TCOB,2011,__Entity__,__Entity__,331,348
1140,60,HAS_TERMINUS,ligne 14,"Confignon, croisée",__Entity__,__Entity__,332,248
1141,60,HAS_TERMINUS,ligne 14,"Bernex, P+R",__Entity__,__Entity__,332,278
1142,44,CONNECTED_TO,ligne 14,ligne 22,__Entity__,__Entity__,332,334
1143,44,CONNECTED_TO,ligne 14,ligne 2,__Entity__,__Entity__,332,341
1144,20,HAS_EXTENSION,ligne 14,"Bernex, Vailly",__Entity__,__Entity__,332,263
1145,146,HAS_CONSTRUCTION_COST,ligne 14,100 millions de francs suisses,__Entity__,__Entity__,332,477
1146,14,REPLACED_BY,ligne 14,ligne 22,__Entity__,__Entity__,332,334
1147,147,REPLACED,ligne 14,ligne 2,__Entity__,__Entity__,332,341
1148,53,HAS_STATION,ligne 14,"Bernex, P+R",__Entity__,__Entity__,332,278
1149,53,HAS_STATION,ligne 14,Vailly,__Entity__,__Entity__,332,310
1150,148,HAS_CHALLENGE,ligne 14,difficultés financières,__Entity__,__Entity__,332,476
1151,148,HAS_CHALLENGE,ligne 14,forte opposition,__Entity__,__Entity__,332,478
1152,148,HAS_CHALLENGE,ligne 14,pandémie de Covid-19,__Entity__,__Entity__,332,480
1153,56,PART_OF,Chancy,ligne 2,__Entity__,__Entity__,333,341
1154,56,PART_OF,Chancy,ligne 15,__Entity__,__Entity__,333,342
1155,105,TERMINUS_OF,Avanchet,ligne 14,__Entity__,__Entity__,335,332
1156,56,PART_OF,TCMC,ligne 14,__Entity__,__Entity__,337,332
1157,145,CREATED_BY,TCMC,ligne 14,__Entity__,__Entity__,337,332
1158,93,HAS_ROUTE,TCMC,Cornavin,__Entity__,__Entity__,337,287
1159,93,HAS_ROUTE,TCMC,Meyrin-Cité,__Entity__,__Entity__,337,1209
1160,93,HAS_ROUTE,TCMC,Meyrin-CERN,__Entity__,__Entity__,337,1210
1161,93,HAS_ROUTE,TCMC,Meyrin-Village,__Entity__,__Entity__,337,1212
1162,93,HAS_ROUTE,TCMC,Direttissima,__Entity__,__Entity__,337,1213
1163,105,TERMINUS_OF,quai de la Poste,ligne 14,__Entity__,__Entity__,338,332
1164,105,TERMINUS_OF,Meyrin-Gravière,ligne 14,__Entity__,__Entity__,339,332
1165,93,HAS_ROUTE,Carouge,Genève,__Entity__,__Entity__,340,236
1166,93,HAS_ROUTE,Carouge,Nations,__Entity__,__Entity__,340,271
1167,93,HAS_ROUTE,Carouge,Genève-Cornavin,__Entity__,__Entity__,340,289
1168,93,HAS_ROUTE,Carouge,Palais des Nations,__Entity__,__Entity__,340,908
1169,105,TERMINUS_OF,Carouge,ligne 14,__Entity__,__Entity__,340,332
1170,96,HAS_RELATION_WITH,Carouge,Pictet-Thellusson,__Entity__,__Entity__,340,713
1171,98,HAS_PLACE,Carouge,Pictet-Thellusson,__Entity__,__Entity__,340,713
1172,99,HAS_BORDOR,Carouge,Pictet-Thellusson,__Entity__,__Entity__,340,713
1173,103,CONNECTED_BY_LINE_12,Carouge,Lancy-Bachet,__Entity__,__Entity__,340,307
1174,103,CONNECTED_BY_LINE_12,Carouge,Dépôt du Bachet-de-Pesay,__Entity__,__Entity__,340,646
1175,103,CONNECTED_BY_LINE_12,Carouge,Rondeau,__Entity__,__Entity__,340,1198
1176,56,PART_OF,ligne 15,réseau de six lignes de trams,__Entity__,__Entity__,342,110
1177,120,SERVES,ligne 15,ZIPLO,__Entity__,__Entity__,342,866
1178,21,HAS_DESTINATION,ligne 15,Ferney,__Entity__,__Entity__,342,112
1179,21,HAS_DESTINATION,ligne 15,Saint-Julien,__Entity__,__Entity__,342,971
1180,44,CONNECTED_TO,Gare Cornavin,Ligne 13,__Entity__,__Entity__,344,603
1181,105,TERMINUS_OF,Gare Cornavin,ligne 14,__Entity__,__Entity__,344,332
1182,54,HAS_CONNECTION,Gare Cornavin,Ligne 13,__Entity__,__Entity__,344,603
1196,68,HAS_EVENT,rue du Commerce,travaux de piétonnisation,__Entity__,__Entity__,351,364
1197,69,HAS_WATER_CUT,rue du Commerce,06/03,__Entity__,__Entity__,351,440
1198,69,HAS_WATER_CUT,rue du Commerce,28/02,__Entity__,__Entity__,351,443
1199,69,HAS_WATER_CUT,rue du Commerce,05/03,__Entity__,__Entity__,351,445
1200,69,HAS_WATER_CUT,rue du Commerce,11/03,__Entity__,__Entity__,351,446
1201,69,HAS_WATER_CUT,rue du Commerce,29/02,__Entity__,__Entity__,351,449
1202,69,HAS_WATER_CUT,rue du Commerce,12/03,__Entity__,__Entity__,351,450
1203,149,TIME_PERIOD,rue du Commerce,de 8h30 à 15h,__Entity__,__Entity__,351,465
1204,149,TIME_PERIOD,rue du Commerce,du n°9 au n°24,__Entity__,__Entity__,351,762
1205,150,DATE,rue du Commerce,lundi 19 février 2024,__Entity__,__Entity__,351,761
1206,68,HAS_EVENT,rue Blanc,déviation,__Entity__,__Entity__,353,226
1207,68,HAS_EVENT,rue Bert,déviation,__Entity__,__Entity__,356,226
1208,37,HAS_START_DATE,intervention de réhabilitation sans tranchées,9 septembre,__Entity__,__Entity__,359,225
1209,89,HAS_END_DATE,intervention de réhabilitation sans tranchées,20 septembre,__Entity__,__Entity__,359,352
1210,18,CONNECTS,La rue Malbrande,avenue Henri Barbusse,__Entity__,__Entity__,360,231
1211,18,CONNECTS,La rue Malbrande,route des Vallées,__Entity__,__Entity__,360,355
1212,64,HAS_TRAFFIC_DIRECTION,La rue Malbrande,sens unique,__Entity__,__Entity__,360,366
1213,37,HAS_START_DATE,travaux de piétonnisation,23 septembre,__Entity__,__Entity__,364,233
1214,37,HAS_START_DATE,travaux de piétonnisation,mardi 30 juillet 2024,__Entity__,__Entity__,364,362
1215,89,HAS_END_DATE,travaux de piétonnisation,mercredi 31 juillet 2024,__Entity__,__Entity__,364,350
1216,89,HAS_END_DATE,travaux de piétonnisation,22 septembre,__Entity__,__Entity__,364,357
1217,92,HAS_START_TIME,travaux de piétonnisation,6h du matin,__Entity__,__Entity__,364,354
1218,151,HAS_END_TIME,travaux de piétonnisation,soir,__Entity__,__Entity__,364,361
1230,56,PART_OF,Coupure d’eau,Travaux de dévoiement des réseaux humides,__Entity__,__Entity__,368,414
1231,152,DONE_BY,Coupure d’eau,service Eau et Assainissement d’Annemasse Agglo,__Entity__,__Entity__,368,427
1232,153,HAS_CAUSE,Coupure d’eau,travaux de dévoiement du réseau d’eau potable avenue Pasteur,__Entity__,__Entity__,368,436
1233,91,HAS_LOCATION,PAV,Rue du Commerce,__Entity__,__Entity__,369,164
1234,91,HAS_LOCATION,PAV,Avenue Ferry,__Entity__,__Entity__,369,371
1235,68,HAS_EVENT,Rue du Mont-Blanc,Coupure d’eau,__Entity__,__Entity__,370,368
1236,154,HAS_TRAFFIC_CHANGE,Rue du Mont-Blanc,Annemasse Agglo,__Entity__,__Entity__,370,207
1237,68,HAS_EVENT,Rue des Voirons,Coupures d’électricité,__Entity__,__Entity__,372,373
1238,68,HAS_EVENT,Rue des Voirons,Coupures de gaz,__Entity__,__Entity__,372,374
1239,68,HAS_EVENT,Rue des Voirons,Suppression des arbres rue des Voirons,__Entity__,__Entity__,372,783
1240,66,WILL_RECEIVE,Rue des Voirons,2 arbres,__Entity__,__Entity__,372,781
1241,63,HAS_WORK,Avenue Pasteur,travaux,__Entity__,__Entity__,375,211
1242,70,WORK_ON,Avenue Pasteur,Piétonnisation,__Entity__,__Entity__,375,159
1268,68,HAS_EVENT,1er juillet,Pose du mobilier urbain,__Entity__,__Entity__,377,384
1269,68,HAS_EVENT,Rue Madame Fleutet,Accès riverains modifié,__Entity__,__Entity__,378,393
1270,68,HAS_EVENT,Impasse du Faucigny,Accès riverains modifié,__Entity__,__Entity__,383,393
1271,68,HAS_EVENT,Rue du Faucigny,Coupure d’eau,__Entity__,__Entity__,385,368
1272,68,HAS_EVENT,Rue du Faucigny,coupure d’eau ponctuelle,__Entity__,__Entity__,385,1260
1273,67,ACCESSIBLE_VIA,Rue du Faucigny,Rue René Blanc,__Entity__,__Entity__,385,153
1274,70,WORK_ON,Rue du Faucigny,Premiers travaux préparatoires,__Entity__,__Entity__,385,934
1275,155,LOCATED_BETWEEN,Rue du Faucigny,Avenue Jules Ferry,__Entity__,__Entity__,385,149
1276,155,LOCATED_BETWEEN,Rue du Faucigny,Rond-point de l’Etoile,__Entity__,__Entity__,385,1254
1277,68,HAS_EVENT,11h,Accès des riverains,__Entity__,__Entity__,386,392
1278,68,HAS_EVENT,Place Jean-Jacques Rousseau,Accès bornes,__Entity__,__Entity__,387,381
1279,68,HAS_EVENT,7h,Accès des riverains,__Entity__,__Entity__,388,392
1280,68,HAS_EVENT,22 juillet,Coupures de gaz,__Entity__,__Entity__,389,374
1281,68,HAS_EVENT,Automne,Plantation des arbres,__Entity__,__Entity__,390,382
1282,68,HAS_EVENT,8 juillet,Intervention sur les bornes d’accès,__Entity__,__Entity__,391,379
1283,68,HAS_EVENT,8 juillet,Végétaliser une partie de la place,__Entity__,__Entity__,391,380
1284,68,HAS_EVENT,9 juillet,Intervention sur les bornes d’accès,__Entity__,__Entity__,394,379
1285,68,HAS_EVENT,9 juillet,Accès des riverains,__Entity__,__Entity__,394,392
1286,68,HAS_EVENT,Rue des Platanes,Coupure d’eau,__Entity__,__Entity__,395,368
1287,68,HAS_EVENT,19 juillet,Coupures de gaz,__Entity__,__Entity__,396,374
1297,68,HAS_EVENT,Rue Aristide Briand,coupure d'eau,__Entity__,__Entity__,403,401
1298,154,HAS_TRAFFIC_CHANGE,Rue Aristide Briand,Zone 30,__Entity__,__Entity__,403,1271
1299,154,HAS_TRAFFIC_CHANGE,Rue Aristide Briand,Double sens,__Entity__,__Entity__,403,1273
1300,68,HAS_EVENT,rue du Chablais,fermeture à la circulation,__Entity__,__Entity__,404,402
1301,156,HAS_ACCESS_FROM,rue du Chablais,rue Adolphe Magnin,__Entity__,__Entity__,404,405
1302,120,SERVES,service d'eau,abonnés,__Entity__,__Entity__,407,406
1303,68,HAS_EVENT,rue du Mont-Blanc,fermeture à la circulation,__Entity__,__Entity__,408,402
1320,67,ACCESSIBLE_VIA,Riverains,Avenue Jules Ferry,__Entity__,__Entity__,412,149
1321,67,ACCESSIBLE_VIA,Riverains,Rue du Faucigny,__Entity__,__Entity__,412,385
1322,157,RESIDE_IN,Riverains,Rue René Blanc,__Entity__,__Entity__,412,153
1323,68,HAS_EVENT,Rue du stade Albert Baud,Coupure d’eau,__Entity__,__Entity__,415,368
1324,68,HAS_EVENT,Mardi,Coupure d’eau,__Entity__,__Entity__,416,368
1325,68,HAS_EVENT,17 juin 2024,Accès rue des Vétérans,__Entity__,__Entity__,417,411
1326,68,HAS_EVENT,Service d’eau d’Annemasse Agglo,Coupure d’eau,__Entity__,__Entity__,418,368
1327,68,HAS_EVENT,28 mai 2024,Coupure d’eau,__Entity__,__Entity__,419,368
1328,68,HAS_EVENT,Ville d’Annemasse,Coupure d’eau,__Entity__,__Entity__,420,368
1346,44,CONNECTED_TO,rue des Voirons,rue de la Gare,__Entity__,__Entity__,426,428
1347,44,CONNECTED_TO,rue des Voirons,boulangerie Etienne,__Entity__,__Entity__,426,429
1348,44,CONNECTED_TO,rue des Voirons,place Deffaugt,__Entity__,__Entity__,426,431
1349,68,HAS_EVENT,rue des Voirons,Fermeture,__Entity__,__Entity__,426,804
1350,63,HAS_WORK,rue des Voirons,Coupures d’eau,__Entity__,__Entity__,426,434
1351,158,CLOSES,rue des Voirons,3 semaines,__Entity__,__Entity__,426,425
1352,158,CLOSES,rue des Voirons,13 mai,__Entity__,__Entity__,426,432
1353,33,WORKS_FOR,service Eau et Assainissement d’Annemasse Agglo,Annemasse Agglo,__Entity__,__Entity__,427,207
1354,159,PHONE_NUMBER,service Eau et Assainissement d’Annemasse Agglo,04 50 87 62 73,__Entity__,__Entity__,427,758
1355,160,TASK,service Eau et Assainissement d’Annemasse Agglo,effectue une coupure d’eau pour les tests préalables et le raccordement de la conduite principale,__Entity__,__Entity__,427,765
1356,161,HAS_ACTIVITY,rue de la Gare,ordement du réseau d’eau potable neuf au réseau existant,__Entity__,__Entity__,428,805
1357,152,DONE_BY,Coupures d’eau,service Eau et Assainissement d’Annemasse Agglo,__Entity__,__Entity__,434,427
1358,153,HAS_CAUSE,Coupures d’eau,travaux de dévoiement du réseau d’eau potable rue de Romagny et route des Vallées,__Entity__,__Entity__,434,424
1359,153,HAS_CAUSE,Coupures d’eau,réfection du réseau d’eau potable,__Entity__,__Entity__,434,802
1374,63,HAS_WORK,rues René Blanc,rues Paul Bert,__Entity__,__Entity__,441,451
1375,63,HAS_WORK,rues René Blanc,2024,__Entity__,__Entity__,441,452
1376,68,HAS_EVENT,rue des Vétérans,Coupure d’eau,__Entity__,__Entity__,442,368
1377,68,HAS_EVENT,rue des Vétérans,Coupures d’eau,__Entity__,__Entity__,442,434
1378,68,HAS_EVENT,rue des Vétérans,travaux de réfection,__Entity__,__Entity__,442,820
